ID_Lead,Taille_Entreprise,Poste_Contact,Secteur,Source_Lead,Temps_Sur_Site_Sec,Pages_Vues,Emails_Ouverts,Derniere_Activite_Jours,Converti
LD-01196,200+,Directeur,Tech,Emailing,58,5,3,72,0
LD-01197,200+,Directeur,Education,Site Web,124,3,8,56,0
LD-01198,51-200,Operationnel,Industrie,Webinar,31,5,0,32,0
LD-01199,1-10,Operationnel,Retail,Cold Call,74,1,4,21,0
LD-01200,51-200,Manager,Industrie,Cold Call,70,2,4,31,0
LD-01201,1-10,Manager,Industrie,Linkedin,159,2,4,1,1
LD-01202,1-10,Operationnel,Education,Linkedin,12,4,7,77,0
LD-01203,11-50,Directeur,Sante,Site Web,318,1,8,11,1
LD-01204,11-50,Manager,Retail,Cold Call,148,2,2,68,0
LD-01205,51-200,Directeur,Sante,Site Web,200,1,8,36,0
LD-01206,11-50,Directeur,Industrie,Webinar,218,2,7,79,1
LD-01207,11-50,Manager,Tech,Emailing,62,4,2,59,0
LD-01208,1-10,Operationnel,Industrie,Cold Call,114,1,1,67,0
LD-01209,200+,Manager,Sante,Webinar,563,8,3,56,1
LD-01210,11-50,Operationnel,Industrie,Cold Call,261,6,1,51,0
LD-01211,11-50,Manager,Tech,Linkedin,628,4,3,29,1
LD-01212,1-10,Operationnel,Education,Site Web,246,4,4,85,0
LD-01213,51-200,Manager,Sante,Linkedin,34,2,1,2,0
LD-01214,11-50,Operationnel,Industrie,Emailing,12,3,7,6,0
LD-01215,1-10,Operationnel,Sante,Linkedin,155,5,0,31,0
LD-01216,1-10,Operationnel,Education,Cold Call,79,3,2,54,0
LD-01217,11-50,Stagiaire,Industrie,Linkedin,57,3,6,88,0
LD-01218,11-50,Manager,Industrie,Cold Call,296,1,9,40,0
LD-01219,1-10,Manager,Sante,Emailing,82,3,0,17,0
LD-01220,200+,Manager,Sante,Linkedin,68,3,1,5,0
LD-01221,1-10,Operationnel,Tech,Site Web,341,3,2,2,0
LD-01222,11-50,Stagiaire,Education,Site Web,337,3,1,58,0
LD-01223,200+,Stagiaire,Tech,Site Web,79,2,1,12,0
LD-01224,11-50,Operationnel,Industrie,Linkedin,321,3,5,5,1
LD-01225,11-50,Directeur,Sante,Linkedin,342,3,6,60,1
LD-01226,11-50,Operationnel,Industrie,Linkedin,99,5,5,41,0
LD-01227,1-10,Operationnel,Industrie,Cold Call,12,1,5,20,0
LD-01228,200+,Operationnel,Retail,Emailing,0,3,8,72,0
LD-01229,11-50,Operationnel,Retail,Site Web,133,5,7,1,1
LD-01230,51-200,Manager,Industrie,Cold Call,75,2,7,56,0
LD-01231,1-10,Manager,Sante,Site Web,1053,2,5,70,1
LD-01232,1-10,Operationnel,Industrie,Cold Call,266,2,4,56,0
LD-01233,1-10,Stagiaire,Retail,Linkedin,257,3,8,54,0
LD-01234,11-50,Operationnel,Sante,Site Web,559,1,1,11,0
LD-01235,11-50,Operationnel,Industrie,Linkedin,393,2,6,3,1
LD-01236,51-200,Operationnel,Education,Site Web,68,1,5,28,0
LD-01237,11-50,VP/C-Level,Education,Webinar,32,2,6,5,1
LD-01238,200+,Manager,Industrie,Cold Call,246,2,3,16,0
LD-01239,1-10,Manager,Sante,Webinar,85,2,8,31,1
LD-01240,51-200,Operationnel,Industrie,Cold Call,115,3,6,28,0
LD-01241,51-200,Operationnel,Industrie,Emailing,179,2,1,7,0
LD-01242,51-200,Manager,Retail,Site Web,429,1,3,9,1
LD-01243,51-200,Manager,Education,Emailing,97,4,4,39,0
LD-01244,51-200,Manager,Retail,Emailing,275,3,1,43,0
LD-01245,11-50,Operationnel,Retail,Cold Call,56,3,9,27,0
LD-01246,1-10,Manager,Industrie,Webinar,215,1,7,76,1
LD-01247,1-10,Operationnel,Retail,Linkedin,0,7,0,89,0
LD-01248,200+,Directeur,Education,Cold Call,369,5,2,33,0
LD-01249,11-50,Manager,Retail,Linkedin,5,1,0,56,0
LD-01250,51-200,Manager,Education,Emailing,224,5,4,2,0
LD-01251,11-50,Operationnel,Retail,Linkedin,8,3,7,14,0
LD-01252,1-10,Manager,Education,Webinar,55,7,6,13,1
LD-01253,1-10,Operationnel,Retail,Cold Call,123,2,8,24,0
LD-01254,11-50,Operationnel,Retail,Webinar,98,2,1,69,0
LD-01255,11-50,Operationnel,Sante,Webinar,38,2,7,34,0
LD-01256,1-10,Manager,Education,Cold Call,73,3,7,87,0
LD-01257,11-50,Operationnel,Education,Webinar,234,3,5,19,1
LD-01258,1-10,Operationnel,Education,Site Web,199,2,2,30,0
LD-01259,11-50,Directeur,Tech,Site Web,13,2,1,49,0
LD-01260,1-10,Operationnel,Retail,Site Web,247,1,7,43,0
LD-01261,51-200,Manager,Education,Linkedin,9,4,5,16,0
LD-01262,11-50,Operationnel,Tech,Webinar,140,8,3,52,0
LD-01263,11-50,Stagiaire,Sante,Cold Call,54,5,4,49,0
LD-01264,1-10,Manager,Education,Cold Call,159,3,4,11,0
LD-01265,1-10,Stagiaire,Education,Linkedin,54,4,8,78,0
LD-01266,11-50,Operationnel,Tech,Cold Call,755,3,8,47,1
LD-01267,11-50,Manager,Retail,Site Web,66,3,7,79,0
LD-01268,11-50,Manager,Sante,Webinar,49,5,7,35,0
LD-01269,1-10,Manager,Education,Cold Call,58,4,1,71,0
LD-01270,11-50,Operationnel,Retail,Cold Call,408,3,2,29,0
LD-01271,51-200,Stagiaire,Sante,Emailing,182,1,7,54,0
LD-01272,51-200,Manager,Industrie,Emailing,236,3,4,86,0
LD-01273,1-10,Manager,Industrie,Emailing,450,6,6,23,1
LD-01274,11-50,Directeur,Sante,Webinar,437,2,7,24,1
LD-01275,1-10,Directeur,Tech,Site Web,241,1,5,10,1
LD-01276,1-10,Directeur,Sante,Site Web,39,3,4,61,0
LD-01277,200+,Operationnel,Sante,Site Web,333,4,7,8,0
LD-01278,1-10,Operationnel,Tech,Webinar,41,2,0,48,0
LD-01279,11-50,Manager,Tech,Webinar,244,1,0,76,0
LD-01280,11-50,Operationnel,Retail,Emailing,208,3,0,29,0
LD-01281,51-200,Operationnel,Retail,Cold Call,256,2,2,87,0
LD-01282,11-50,Directeur,Tech,Linkedin,136,7,9,26,1
LD-01283,1-10,Directeur,Industrie,Linkedin,183,3,5,37,0
LD-01284,11-50,Operationnel,Industrie,Cold Call,551,3,5,52,1
LD-01285,11-50,Stagiaire,Sante,Emailing,19,6,4,38,0
LD-01286,1-10,Operationnel,Education,Cold Call,66,5,6,6,0
LD-01287,11-50,Directeur,Sante,Cold Call,170,5,4,8,0
LD-01288,1-10,Directeur,Sante,Linkedin,598,5,1,17,1
LD-01289,1-10,Operationnel,Education,Emailing,18,7,3,76,0
LD-01290,11-50,Stagiaire,Tech,Webinar,4,1,0,62,0
LD-01291,1-10,Directeur,Industrie,Linkedin,10,4,6,86,0
LD-01292,11-50,Operationnel,Sante,Webinar,9,0,3,78,0
LD-01293,11-50,Manager,Education,Emailing,429,4,3,34,1
LD-01294,51-200,VP/C-Level,Retail,Cold Call,229,6,3,19,0
LD-01295,1-10,Stagiaire,Sante,Site Web,203,2,2,70,0
LD-01296,1-10,Manager,Industrie,Site Web,133,2,7,82,0
LD-01297,1-10,Stagiaire,Tech,Emailing,274,3,3,37,0
LD-01298,11-50,Operationnel,Sante,Site Web,30,2,7,38,0
LD-01299,51-200,Directeur,Sante,Webinar,89,7,8,15,1
LD-01300,1-10,Operationnel,Education,Site Web,121,2,0,40,0
LD-01301,200+,VP/C-Level,Retail,Emailing,21,4,3,9,0
LD-01302,1-10,Manager,Retail,Emailing,97,3,5,53,0
LD-01303,11-50,Operationnel,Tech,Webinar,68,2,7,70,0
LD-01304,51-200,Operationnel,Industrie,Site Web,6,3,5,66,0
LD-01305,51-200,Operationnel,Tech,Site Web,26,2,5,80,0
LD-01306,51-200,Operationnel,Sante,Cold Call,259,1,9,52,1
LD-01307,51-200,Stagiaire,Sante,Linkedin,3,3,3,1,0
LD-01308,11-50,Operationnel,Retail,Emailing,489,3,8,30,1
LD-01309,51-200,Operationnel,Industrie,Cold Call,16,0,6,1,0
LD-01310,1-10,Manager,Education,Emailing,289,2,5,39,0
LD-01311,51-200,Manager,Industrie,Cold Call,411,3,0,16,1
LD-01312,11-50,Manager,Sante,Linkedin,509,1,1,17,1
LD-01313,51-200,Stagiaire,Education,Cold Call,363,2,5,82,0
LD-01314,11-50,Operationnel,Industrie,Emailing,61,5,0,22,0
LD-01315,11-50,Manager,Industrie,Site Web,72,4,4,86,0
LD-01316,11-50,Operationnel,Education,Emailing,100,2,0,31,0
LD-01317,51-200,Stagiaire,Sante,Webinar,27,3,2,40,0
LD-01318,1-10,Directeur,Industrie,Webinar,4,2,6,27,1
LD-01319,1-10,Manager,Education,Webinar,366,2,4,36,0
LD-01320,1-10,Manager,Sante,Webinar,145,6,9,4,1
LD-01321,1-10,Stagiaire,Education,Linkedin,168,2,0,69,0
LD-01322,51-200,Manager,Education,Site Web,471,3,0,25,0
LD-01323,1-10,Manager,Industrie,Site Web,196,2,7,78,0
LD-01324,200+,Manager,Sante,Emailing,211,3,8,30,1
LD-01325,11-50,Manager,Industrie,Cold Call,278,4,6,47,1
LD-01326,1-10,Directeur,Tech,Emailing,22,1,2,12,0
LD-01327,51-200,Manager,Tech,Emailing,80,2,5,27,0
LD-01328,11-50,Operationnel,Sante,Emailing,620,6,2,45,0
LD-01329,11-50,Manager,Education,Emailing,461,1,9,88,1
LD-01330,11-50,Manager,Industrie,Site Web,387,1,3,63,0
LD-01331,51-200,Manager,Industrie,Cold Call,108,3,3,55,0
LD-01332,1-10,Operationnel,Sante,Emailing,350,3,2,30,0
LD-01333,200+,Operationnel,Sante,Site Web,8,1,9,82,0
LD-01334,200+,Directeur,Tech,Emailing,28,2,5,14,0
LD-01335,11-50,Manager,Retail,Webinar,96,2,4,56,0
LD-01336,1-10,Directeur,Sante,Emailing,118,3,8,19,1
LD-01337,11-50,Manager,Retail,Emailing,55,4,8,86,0
LD-01338,1-10,Manager,Sante,Linkedin,79,2,2,26,0
LD-01339,1-10,Manager,Education,Webinar,31,4,8,71,0
LD-01340,1-10,Directeur,Education,Cold Call,120,4,2,38,0
LD-01341,11-50,Manager,Tech,Emailing,284,4,3,69,0
LD-01342,51-200,Manager,Tech,Cold Call,194,5,0,36,0
LD-01343,51-200,Operationnel,Retail,Webinar,20,4,4,18,0
LD-01344,51-200,Operationnel,Sante,Emailing,120,5,8,57,0
LD-01345,11-50,Manager,Industrie,Linkedin,215,2,1,78,0
LD-01346,11-50,Operationnel,Tech,Site Web,135,2,3,23,0
LD-01347,11-50,Operationnel,Industrie,Linkedin,89,5,9,14,1
LD-01348,200+,Operationnel,Industrie,Linkedin,175,1,1,69,0
LD-01349,1-10,Operationnel,Sante,Site Web,623,1,7,22,1
LD-01350,51-200,Operationnel,Retail,Site Web,17,1,8,28,0
LD-01351,11-50,Operationnel,Sante,Site Web,88,3,2,43,0
LD-01352,11-50,Directeur,Tech,Emailing,93,2,8,76,1
LD-01353,51-200,Manager,Industrie,Cold Call,154,6,5,18,0
LD-01354,11-50,Operationnel,Sante,Cold Call,29,1,5,77,0
LD-01355,51-200,Stagiaire,Sante,Site Web,34,1,6,84,0
LD-01356,200+,Manager,Sante,Linkedin,60,2,4,36,0
LD-01357,11-50,Operationnel,Tech,Webinar,561,3,5,7,1
LD-01358,1-10,Directeur,Retail,Site Web,238,3,0,23,0
LD-01359,11-50,Manager,Sante,Linkedin,195,3,2,34,0
LD-01360,200+,Manager,Tech,Linkedin,305,0,8,21,1
LD-01361,1-10,Operationnel,Industrie,Emailing,24,3,4,70,0
LD-01362,11-50,Manager,Education,Emailing,353,3,4,80,0
LD-01363,11-50,Operationnel,Tech,Cold Call,162,1,7,47,0
LD-01364,51-200,Directeur,Education,Cold Call,73,1,1,53,0
LD-01365,1-10,Manager,Sante,Webinar,304,2,6,84,1
LD-01366,51-200,Operationnel,Sante,Webinar,292,4,8,41,0
LD-01367,200+,Operationnel,Tech,Webinar,336,4,6,75,0
LD-01368,1-10,Operationnel,Education,Webinar,22,5,4,32,0
LD-01369,1-10,Manager,Sante,Linkedin,627,4,5,14,1
LD-01370,200+,Operationnel,Industrie,Linkedin,577,3,3,88,0
LD-01371,1-10,Manager,Retail,Cold Call,79,0,6,17,1
LD-01372,51-200,Operationnel,Retail,Emailing,12,3,0,25,0
LD-01373,11-50,Manager,Sante,Emailing,32,4,3,64,0
LD-01374,1-10,Directeur,Education,Site Web,888,3,2,73,0
LD-01375,51-200,Manager,Sante,Linkedin,149,3,3,86,0
LD-01376,11-50,Manager,Education,Webinar,79,1,0,48,0
LD-01377,11-50,Operationnel,Industrie,Webinar,61,3,1,35,0
LD-01378,11-50,Stagiaire,Education,Site Web,53,0,8,37,0
LD-01379,11-50,Manager,Sante,Emailing,196,4,6,55,0
LD-01380,1-10,Operationnel,Industrie,Webinar,97,0,5,17,1
LD-01381,11-50,Operationnel,Tech,Emailing,605,4,1,28,1
LD-01382,200+,Stagiaire,Retail,Site Web,207,4,0,1,0
LD-01383,1-10,Operationnel,Sante,Emailing,282,2,1,53,0
LD-01384,11-50,Stagiaire,Sante,Emailing,62,3,6,73,0
LD-01385,11-50,Directeur,Sante,Emailing,14,3,1,55,0
LD-01386,51-200,Operationnel,Industrie,Webinar,120,8,2,61,0
LD-01387,1-10,Manager,Tech,Cold Call,67,5,7,13,0
LD-01388,200+,Stagiaire,Education,Linkedin,40,3,6,47,0
LD-01389,11-50,Manager,Tech,Emailing,549,2,8,64,1
LD-01390,1-10,Operationnel,Industrie,Emailing,105,3,3,32,0
LD-01391,1-10,Directeur,Sante,Emailing,34,3,6,28,1
LD-01392,1-10,Directeur,Retail,Cold Call,39,1,0,53,0
LD-01393,11-50,Operationnel,Sante,Site Web,59,4,1,31,0
LD-01394,11-50,Directeur,Education,Webinar,1311,8,6,8,1
LD-01395,51-200,VP/C-Level,Retail,Cold Call,56,1,1,72,0
LD-01396,11-50,Directeur,Sante,Emailing,71,5,5,87,0
LD-01397,1-10,Directeur,Retail,Cold Call,193,5,9,74,1
LD-01398,11-50,Operationnel,Tech,Cold Call,62,4,8,25,0
LD-01399,51-200,Manager,Industrie,Cold Call,43,10,4,33,0
LD-01400,1-10,Stagiaire,Sante,Site Web,31,5,9,68,0
LD-01401,1-10,Stagiaire,Education,Linkedin,67,3,6,7,0
LD-01402,1-10,VP/C-Level,Tech,Webinar,20,3,0,66,0
LD-01403,51-200,Operationnel,Sante,Site Web,3,2,7,46,0
LD-01404,11-50,Manager,Tech,Site Web,293,4,8,5,1
LD-01405,11-50,Directeur,Education,Linkedin,26,2,4,17,0
LD-01406,51-200,Directeur,Sante,Site Web,269,2,5,76,0
LD-01407,51-200,VP/C-Level,Education,Cold Call,287,2,7,52,0
LD-01408,11-50,Operationnel,Retail,Cold Call,138,3,3,12,0
LD-01409,51-200,Stagiaire,Education,Emailing,66,5,1,62,0
LD-01410,1-10,Operationnel,Retail,Site Web,28,5,9,35,0
LD-01411,1-10,Operationnel,Sante,Emailing,240,4,7,62,0
LD-01412,1-10,Stagiaire,Retail,Webinar,165,6,1,21,0
LD-01413,1-10,Operationnel,Sante,Cold Call,191,4,4,85,0
LD-01414,11-50,Manager,Sante,Webinar,1,1,5,66,0
LD-01415,200+,Manager,Industrie,Linkedin,472,6,4,53,1
LD-01416,1-10,Operationnel,Sante,Cold Call,12,3,5,21,0
LD-01417,1-10,Manager,Retail,Webinar,82,1,5,15,0
LD-01418,11-50,Operationnel,Industrie,Linkedin,92,3,2,75,0
LD-01419,200+,Stagiaire,Industrie,Webinar,0,2,2,74,0
LD-01420,11-50,Manager,Sante,Linkedin,123,2,8,82,0
LD-01421,11-50,Manager,Education,Linkedin,251,4,2,23,0
LD-01422,1-10,Manager,Education,Cold Call,311,3,2,31,0
LD-01423,1-10,Stagiaire,Industrie,Emailing,380,2,1,54,0
LD-01424,200+,Directeur,Sante,Linkedin,120,2,6,55,1
LD-01425,200+,Manager,Education,Linkedin,179,2,9,26,1
LD-01426,1-10,Manager,Sante,Cold Call,14,1,9,53,0
LD-01427,200+,Manager,Sante,Emailing,120,3,3,66,0
LD-01428,11-50,Directeur,Industrie,Site Web,30,3,0,39,0
LD-01429,51-200,Manager,Industrie,Site Web,83,2,5,7,0
LD-01430,11-50,Manager,Tech,Emailing,71,0,4,88,0
LD-01431,11-50,VP/C-Level,Education,Webinar,99,2,1,39,0
LD-01432,11-50,Manager,Education,Cold Call,152,3,5,32,0
LD-01433,11-50,Operationnel,Education,Emailing,419,4,0,26,0
LD-01434,1-10,Manager,Retail,Site Web,90,4,2,87,0
LD-01435,1-10,Operationnel,Sante,Linkedin,714,1,3,78,1
LD-01436,11-50,Operationnel,Industrie,Site Web,256,1,2,29,0
LD-01437,51-200,Manager,Education,Linkedin,128,2,5,25,1
LD-01438,1-10,Directeur,Tech,Cold Call,185,8,3,56,0
LD-01439,11-50,Directeur,Education,Linkedin,19,2,0,31,0
LD-01440,200+,Operationnel,Sante,Emailing,335,8,4,66,0
LD-01441,1-10,Manager,Sante,Linkedin,157,0,4,2,1
LD-01442,11-50,Operationnel,Industrie,Webinar,769,4,8,87,1
LD-01443,11-50,VP/C-Level,Retail,Emailing,182,3,7,47,0
LD-01444,51-200,VP/C-Level,Industrie,Cold Call,323,4,7,75,0
LD-01445,1-10,Manager,Education,Emailing,289,6,4,29,1
LD-01446,11-50,Directeur,Tech,Webinar,76,5,7,49,1
LD-01447,51-200,Manager,Industrie,Cold Call,54,1,9,73,0
LD-01448,200+,Manager,Retail,Site Web,101,5,6,32,0
LD-01449,11-50,Stagiaire,Industrie,Webinar,113,4,0,30,0
LD-01450,11-50,Operationnel,Sante,Cold Call,49,4,6,15,0
LD-01451,11-50,Manager,Education,Linkedin,404,0,7,62,1
LD-01452,51-200,Manager,Education,Emailing,140,2,2,78,0
LD-01453,11-50,Operationnel,Education,Cold Call,690,5,8,17,1
LD-01454,1-10,Directeur,Education,Emailing,298,6,7,22,1
LD-01455,200+,Operationnel,Education,Linkedin,146,1,1,30,1
LD-01456,11-50,Manager,Education,Cold Call,528,6,5,81,0
LD-01457,11-50,Manager,Tech,Site Web,126,3,3,16,0
LD-01458,1-10,Manager,Retail,Webinar,392,2,2,52,0
LD-01459,11-50,Manager,Education,Cold Call,79,6,5,8,0
LD-01460,11-50,Operationnel,Retail,Linkedin,85,1,9,64,0
LD-01461,11-50,Operationnel,Education,Cold Call,97,4,8,39,0
LD-01462,1-10,Manager,Industrie,Emailing,142,2,1,31,0
LD-01463,11-50,Manager,Education,Cold Call,145,5,9,12,1
LD-01464,200+,Operationnel,Sante,Site Web,123,1,9,33,0
LD-01465,1-10,Manager,Tech,Cold Call,65,1,9,58,0
LD-01466,200+,Operationnel,Industrie,Webinar,471,3,4,12,1
LD-01467,11-50,Manager,Industrie,Cold Call,159,1,5,25,0
LD-01468,51-200,Directeur,Sante,Emailing,94,4,3,38,0
LD-01469,51-200,Operationnel,Education,Cold Call,189,3,6,48,0
LD-01470,11-50,Stagiaire,Tech,Site Web,262,2,1,82,0
LD-01471,51-200,Manager,Industrie,Linkedin,582,2,6,83,1
LD-01472,51-200,Manager,Tech,Cold Call,124,5,1,55,0
LD-01473,11-50,Manager,Industrie,Cold Call,21,3,0,3,0
LD-01474,11-50,Directeur,Education,Webinar,104,4,4,69,0
LD-01475,11-50,Directeur,Industrie,Site Web,117,2,1,35,0
LD-01476,51-200,VP/C-Level,Industrie,Linkedin,409,6,7,51,1
LD-01477,51-200,Manager,Retail,Emailing,90,2,7,27,1
LD-01478,51-200,Operationnel,Education,Cold Call,551,2,0,37,0
LD-01479,11-50,Operationnel,Sante,Linkedin,119,2,3,85,0
LD-01480,51-200,Operationnel,Sante,Emailing,655,4,8,16,1
LD-01481,1-10,Manager,Education,Site Web,1,2,4,25,0
LD-01482,11-50,Operationnel,Sante,Site Web,412,2,9,33,1
LD-01483,1-10,Directeur,Education,Linkedin,481,2,5,62,1
LD-01484,11-50,Manager,Sante,Emailing,584,5,2,17,1
LD-01485,11-50,Manager,Retail,Site Web,2,6,4,43,0
LD-01486,11-50,Operationnel,Sante,Linkedin,33,3,0,30,0
LD-01487,11-50,Stagiaire,Industrie,Site Web,190,3,7,41,0
LD-01488,11-50,Stagiaire,Education,Site Web,4,0,5,4,0
LD-01489,11-50,Operationnel,Tech,Site Web,11,1,1,66,0
LD-01490,1-10,Stagiaire,Tech,Webinar,44,1,3,60,0
LD-01491,11-50,Manager,Education,Emailing,129,4,3,9,0
LD-01492,1-10,Directeur,Retail,Linkedin,142,4,8,31,1
LD-01493,1-10,Directeur,Sante,Linkedin,6,2,8,89,0
LD-01494,11-50,Manager,Retail,Emailing,33,4,4,69,0
LD-01495,11-50,Operationnel,Tech,Emailing,124,6,2,24,0
LD-01496,11-50,Directeur,Education,Emailing,162,4,0,24,1
LD-01497,11-50,Directeur,Education,Emailing,28,2,5,45,0
LD-01498,11-50,Operationnel,Retail,Cold Call,91,1,7,37,0
LD-01499,51-200,Manager,Retail,Linkedin,422,3,0,58,0
LD-01500,11-50,Operationnel,Sante,Cold Call,1226,2,0,83,1
LD-01501,11-50,Directeur,Industrie,Site Web,784,6,6,23,1
LD-01502,1-10,VP/C-Level,Industrie,Site Web,384,0,6,35,0
LD-01503,11-50,Stagiaire,Sante,Linkedin,90,0,1,63,0
LD-01504,11-50,Directeur,Industrie,Site Web,208,2,2,6,0
LD-01505,11-50,Manager,Tech,Emailing,96,4,1,6,0
LD-01506,11-50,VP/C-Level,Industrie,Cold Call,188,5,5,30,1
LD-01507,11-50,Operationnel,Sante,Emailing,66,2,7,1,0
LD-01508,11-50,Directeur,Industrie,Site Web,167,6,7,63,0
LD-01509,51-200,Stagiaire,Education,Cold Call,133,1,0,8,0
LD-01510,51-200,Operationnel,Retail,Emailing,4,4,8,28,0
LD-01511,51-200,Stagiaire,Tech,Linkedin,281,12,7,89,0
LD-01512,200+,VP/C-Level,Education,Emailing,2,3,8,33,0
LD-01513,1-10,Directeur,Education,Site Web,62,3,8,53,0
LD-01514,1-10,Directeur,Sante,Cold Call,1,5,5,38,0
LD-01515,1-10,Directeur,Retail,Linkedin,84,5,2,52,0
LD-01516,11-50,Stagiaire,Retail,Cold Call,11,2,0,78,0
LD-01517,51-200,Operationnel,Tech,Linkedin,440,4,7,11,1
LD-01518,1-10,Stagiaire,Sante,Cold Call,96,3,9,2,0
LD-01519,200+,Operationnel,Tech,Site Web,110,2,2,53,0
LD-01520,1-10,Operationnel,Industrie,Linkedin,77,3,6,68,0
LD-01521,200+,Operationnel,Education,Webinar,177,4,9,77,0
LD-01522,11-50,Operationnel,Tech,Cold Call,276,4,5,7,0
LD-01523,1-10,Operationnel,Education,Cold Call,188,1,2,67,0
LD-01524,11-50,Operationnel,Sante,Emailing,248,6,5,9,0
LD-01525,1-10,Operationnel,Industrie,Linkedin,425,2,2,78,0
LD-01526,1-10,VP/C-Level,Sante,Webinar,358,2,8,63,1
LD-01527,11-50,Manager,Industrie,Site Web,201,3,0,11,0
LD-01528,51-200,VP/C-Level,Industrie,Emailing,43,2,7,37,0
LD-01529,11-50,Operationnel,Education,Webinar,182,4,4,14,0
LD-01530,11-50,Operationnel,Sante,Linkedin,126,3,3,19,0
LD-01531,11-50,Manager,Sante,Webinar,227,3,0,8,0
LD-01532,51-200,Operationnel,Tech,Cold Call,322,4,8,7,1
LD-01533,1-10,Operationnel,Sante,Cold Call,244,1,8,59,0
LD-01534,11-50,Operationnel,Tech,Emailing,337,3,4,63,0
LD-01535,1-10,Operationnel,Retail,Linkedin,11,0,8,7,0
LD-01536,1-10,Operationnel,Retail,Linkedin,5,1,9,55,0
LD-01537,11-50,Operationnel,Retail,Webinar,53,1,8,3,1
LD-01538,1-10,Manager,Sante,Emailing,415,3,6,67,1
LD-01539,11-50,Stagiaire,Sante,Linkedin,312,2,7,18,1
LD-01540,51-200,Operationnel,Tech,Cold Call,206,4,0,45,0
LD-01541,1-10,Directeur,Industrie,Webinar,217,5,3,36,0
LD-01542,11-50,Operationnel,Tech,Site Web,233,3,9,16,1
LD-01543,1-10,Operationnel,Retail,Cold Call,514,3,9,79,1
LD-01544,200+,Directeur,Tech,Emailing,321,4,3,29,0
LD-01545,11-50,Operationnel,Industrie,Linkedin,175,6,8,59,1
LD-01546,51-200,Stagiaire,Sante,Cold Call,197,3,2,18,0
LD-01547,11-50,Operationnel,Tech,Site Web,43,3,9,49,0
LD-01548,1-10,Operationnel,Retail,Site Web,192,2,9,46,0
LD-01549,11-50,Manager,Retail,Emailing,99,3,0,83,0
LD-01550,200+,Directeur,Sante,Cold Call,29,1,4,29,0
LD-01551,11-50,Operationnel,Tech,Webinar,295,4,6,70,0
LD-01552,51-200,Manager,Industrie,Cold Call,128,3,3,50,0
LD-01553,51-200,Manager,Sante,Site Web,682,1,8,55,1
LD-01554,1-10,Operationnel,Tech,Emailing,59,1,5,27,0
LD-01555,1-10,Manager,Education,Emailing,117,1,5,7,0
LD-01556,11-50,Operationnel,Retail,Webinar,106,0,2,83,0
LD-01557,11-50,Operationnel,Industrie,Emailing,23,2,9,81,0
LD-01558,51-200,Stagiaire,Industrie,Emailing,99,3,9,41,0
LD-01559,200+,Operationnel,Industrie,Emailing,61,2,4,11,0
LD-01560,11-50,Operationnel,Retail,Emailing,31,3,9,5,0
LD-01561,1-10,Directeur,Tech,Emailing,59,3,5,66,0
LD-01562,51-200,Stagiaire,Sante,Site Web,47,6,3,56,0
LD-01563,1-10,Operationnel,Tech,Cold Call,238,2,2,12,0
LD-01564,51-200,Operationnel,Sante,Linkedin,5,3,4,42,0
LD-01565,11-50,Manager,Industrie,Emailing,172,4,6,75,0
LD-01566,11-50,Manager,Tech,Linkedin,257,2,5,10,1
LD-01567,1-10,Manager,Industrie,Linkedin,117,4,1,28,0
LD-01568,11-50,Manager,Education,Site Web,482,8,0,7,0
LD-01569,11-50,Directeur,Industrie,Emailing,221,1,4,14,1
LD-01570,11-50,Operationnel,Industrie,Linkedin,248,3,4,77,0
LD-01571,1-10,Manager,Sante,Emailing,39,3,5,69,0
LD-01572,51-200,Directeur,Education,Webinar,270,1,2,61,1
LD-01573,51-200,VP/C-Level,Industrie,Webinar,321,1,0,51,0
LD-01574,1-10,Directeur,Industrie,Webinar,80,2,3,42,0
LD-01575,1-10,Operationnel,Education,Linkedin,43,6,3,8,0
LD-01576,1-10,Operationnel,Education,Webinar,87,2,9,50,0
LD-01577,11-50,Operationnel,Tech,Site Web,242,3,1,1,0
LD-01578,11-50,Manager,Sante,Site Web,97,4,7,69,0
LD-01579,11-50,Operationnel,Education,Linkedin,240,3,5,11,0
LD-01580,1-10,Operationnel,Education,Emailing,21,2,2,48,0
LD-01581,11-50,Directeur,Retail,Cold Call,295,4,0,10,1
LD-01582,11-50,Operationnel,Education,Emailing,52,3,2,15,0
LD-01583,11-50,Directeur,Sante,Emailing,51,4,7,47,0
LD-01584,200+,Operationnel,Industrie,Emailing,160,6,3,25,0
LD-01585,1-10,Operationnel,Industrie,Emailing,13,4,2,6,0
LD-01586,11-50,Operationnel,Industrie,Cold Call,4,5,3,11,0
LD-01587,11-50,Manager,Industrie,Webinar,54,3,3,17,0
LD-01588,11-50,Operationnel,Retail,Emailing,139,5,1,15,0
LD-01589,51-200,Operationnel,Education,Site Web,428,3,3,16,0
LD-01590,11-50,VP/C-Level,Industrie,Linkedin,337,2,8,56,1
LD-01591,200+,Operationnel,Tech,Linkedin,121,3,3,66,0
LD-01592,1-10,Manager,Industrie,Site Web,6,3,0,36,0
LD-01593,1-10,Manager,Education,Emailing,137,4,0,83,0
LD-01594,51-200,Operationnel,Industrie,Cold Call,219,1,0,38,0
LD-01595,11-50,Manager,Retail,Webinar,74,3,4,85,0
